,year,month,day,hexagon,species,count,notes,gopro,type,spp_grp,spp_guild,SST,SSH,SAL,SAL_15,SSH_15,SST_15,F19,F20
1,2020,2,12,53,AWPE,1,NA,NA,bird,WADERS,SURFACE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
2,2020,2,12,53,AWPE,4,NA,NA,bird,WADERS,SURFACE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
3,2020,2,12,53,AWPE,1,NA,NA,bird,WADERS,SURFACE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
4,2020,2,12,53,AWPE,1,NA,NA,bird,WADERS,SURFACE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
5,2020,2,12,53,AWPE,8,NA,NA,bird,WADERS,SURFACE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
6,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
7,2020,2,12,53,BRPE,3,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
8,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
9,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
10,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
11,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
12,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
13,2020,2,12,53,BRPE,5,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
14,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
15,2020,2,12,53,BRPE,3,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
16,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
17,2020,2,12,53,BRPE,2,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
18,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
19,2020,2,12,53,BRPE,2,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
20,2020,2,12,53,BRPE,4,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
21,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
22,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
23,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
24,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
25,2020,2,12,53,BRPE,1,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
26,2020,2,12,53,BRPE,2,NA,NA,bird,WADERS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
27,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
28,2020,2,12,53,DCCO,80,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
29,2020,2,12,53,DCCO,2,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
30,2020,2,12,53,DCCO,5,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
31,2020,2,12,53,DCCO,7,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
32,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
33,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
34,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
35,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
36,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
37,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
38,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
39,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
40,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
41,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
42,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
43,2020,2,12,53,DCCO,1,NA,NA,bird,SULIDS,DIVE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
44,2020,2,12,53,GREG,1,NA,NA,bird,WADERS,AMBUSH,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
45,2020,2,12,53,GREG,3,NA,NA,bird,WADERS,AMBUSH,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
46,2020,2,12,53,GRHE,8,NA,NA,bird,WADERS,OTHER,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
47,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
48,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
49,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
50,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
51,2020,2,12,53,GULL,3,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
52,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
53,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
54,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
55,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
56,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
57,2020,2,12,53,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
58,2020,2,12,53,LAGU,1,NA,NA,bird,LARIDS,SCAVENGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
59,2020,2,12,53,LBHE,3,NA,NA,bird,WADERS,AMBUSH,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
60,2020,2,12,53,NOGA,1,NA,NA,bird,SULIDS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
61,2020,2,12,53,NOGA,2,NA,NA,bird,SULIDS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
62,2020,2,12,53,ROYT,1,NA,NA,bird,LARIDS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
63,2020,2,12,53,ROYT,1,NA,NA,bird,LARIDS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
64,2020,2,12,53,ROYT,1,NA,NA,bird,LARIDS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
65,2020,2,12,53,TERN,1,NA,NA,bird,LARIDS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
66,2020,2,12,53,TERN,1,NA,NA,bird,LARIDS,PLUNGE,19.71678448,-0.288408577,35.81786664,35.39799142,-0.068858252,20.03550191,0,1
67,2020,2,3,14,AWPE,1,NA,NA,bird,WADERS,SURFACE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
68,2020,2,3,14,BRPE,1,NA,NA,bird,WADERS,PLUNGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
69,2020,2,3,14,BRPE,7,NA,NA,bird,WADERS,PLUNGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
70,2020,2,3,14,BRPE,3,NA,NA,bird,WADERS,PLUNGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
71,2020,2,3,14,BRPE,1,NA,NA,bird,WADERS,PLUNGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
72,2020,2,3,14,BRPE,1,NA,NA,bird,WADERS,PLUNGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
73,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
74,2020,2,3,14,GULL,3,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
75,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
76,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
77,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
78,2020,2,3,14,GULL,3,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
79,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
80,2020,2,3,14,GULL,20,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
81,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
82,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
83,2020,2,3,14,GULL,8,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
84,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
85,2020,2,3,14,GULL,3,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
86,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
87,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
88,2020,2,3,14,GULL,2,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
89,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
90,2020,2,3,14,GULL,10,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
91,2020,2,3,14,GULL,15,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
92,2020,2,3,14,GULL,2,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
93,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
94,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
95,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
96,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
97,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
98,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
99,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
100,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
101,2020,2,3,14,GULL,2,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
102,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
103,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
104,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
105,2020,2,3,14,GULL,25,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
106,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
107,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
108,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
109,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
110,2020,2,3,14,GULL,2,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
111,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
112,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
113,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
114,2020,2,3,14,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
115,2020,2,3,14,HERG,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
116,2020,2,3,14,HERG,1,NA,NA,bird,LARIDS,SCAVENGE,15.18839296,-0.31823494,36.78083483,34.83471905,-0.150702364,15.95346421,0,1
117,2020,2,9,15,AWPE,1,NA,NA,bird,WADERS,SURFACE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
118,2020,2,9,15,BUFF,1,NA,NA,bird,WATERFOWL,BOTTOM_DABBLER,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
119,2020,2,9,15,BUFF,1,NA,NA,bird,WATERFOWL,BOTTOM_DABBLER,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
120,2020,2,9,15,DCCO,1,NA,NA,bird,SULIDS,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
121,2020,2,9,15,DCCO,1,NA,NA,bird,SULIDS,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
122,2020,2,9,15,DCCO,1,NA,NA,bird,SULIDS,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
123,2020,2,9,15,DCCO,1,NA,NA,bird,SULIDS,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
124,2020,2,9,15,DCCO,1,NA,NA,bird,SULIDS,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
125,2020,2,9,15,GADW,35,NA,NA,bird,WATERFOWL,BOTTOM_DABBLER,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
126,2020,2,9,15,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
127,2020,2,9,15,GULL,5,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
128,2020,2,9,15,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
129,2020,2,9,15,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
130,2020,2,9,15,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
131,2020,2,9,15,GULL,10,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
132,2020,2,9,15,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
133,2020,2,9,15,GULL,5,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
134,2020,2,9,15,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
135,2020,2,9,15,GULL,2,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
136,2020,2,9,15,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
137,2020,2,9,15,GULL,1,NA,NA,bird,LARIDS,SCAVENGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
138,2020,2,9,15,MERG,6,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
139,2020,2,9,15,MODU,1,NA,NA,bird,WATERFOWL,BOTTOM_DABBLER,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
140,2020,2,9,15,RBME,10,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
141,2020,2,9,15,RBME,5,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
142,2020,2,9,15,RBME,5,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
143,2020,2,9,15,RBME,2,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
144,2020,2,9,15,RBME,20,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
145,2020,2,9,15,REDH,2,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
146,2020,2,9,15,REDH,15,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
147,2020,2,9,15,REDH,40,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
148,2020,2,9,15,REDH,2,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
149,2020,2,9,15,REDH,100,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
150,2020,2,9,15,REDH,5,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
151,2020,2,9,15,REDH,25,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
152,2020,2,9,15,REDH,1,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
153,2020,2,9,15,REDH,75,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
154,2020,2,9,15,REDH,150,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
155,2020,2,9,15,REDH,25,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
156,2020,2,9,15,REDH,35,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
157,2020,2,9,15,REDH,30,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
158,2020,2,9,15,REDH,5,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
159,2020,2,9,15,REDH,100,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
160,2020,2,9,15,REDH,150,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
161,2020,2,9,15,REDH,50,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
162,2020,2,9,15,REDH,3,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
163,2020,2,9,15,REDH,30,NA,NA,bird,WATERFOWL,DIVE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
164,2020,2,9,15,SCAU,3,NA,NA,bird,WATERFOWL,BOTTOM_DABBLER,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
165,2020,2,9,15,SCAU,30,NA,NA,bird,WATERFOWL,BOTTOM_DABBLER,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
166,2020,2,9,15,TERN,1,NA,NA,bird,LARIDS,PLUNGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
167,2020,2,9,15,TERN,1,NA,NA,bird,LARIDS,PLUNGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
168,2020,2,9,15,TERN,1,NA,NA,bird,LARIDS,PLUNGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
169,2020,2,9,15,TERN,1,NA,NA,bird,LARIDS,PLUNGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
170,2020,2,9,15,TERN,1,NA,NA,bird,LARIDS,PLUNGE,17.90757815,-0.307602689,36.29068311,35.20468089,-0.145048577,17.03733587,0,1
