year,month,day,tailNo,seat,initials,hexagon,transect,dir,voice,lat,lon,secs,GPSerror,species,count,notes
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.30162,-87.91579,36560.64,0,BEGCOUNT,1033,
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.30881,-87.92559,36585.12,0,COCH,3,
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.33569,-87.96859,36684.36,0,GULL,1,
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.3372,-87.97156,36691.07,0,GULL,1,
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.35191,-87.99724,36747.82,0,TERN,1,
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.36751,-88.02152,36799.86,0,BRPE,6,
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.36751,-88.02152,36799.86,0,TERN,1,
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.40623,-88.08617,36932.65,0,TERN,1,
2018,7,11,708,lf,sde,103,3,3,PSE18008,30.40749,-88.08832,36936.75,0,ENDCOUNT,1033,
2018,7,11,708,lf,sde,103,2,4,PSE18009,30.38919,-88.09541,37072.79,0,BEGCOUNT,1032,
2018,7,11,708,lf,sde,103,2,4,PSE18009,30.38919,-88.09541,37072.79,0,COCH,2,
2018,7,11,708,lf,sde,103,2,4,PSE18009,30.38796,-88.09344,37077.59,0,BRPE,1,
2018,7,11,708,lf,sde,103,2,4,PSE18009,30.34738,-88.02497,37225.75,0,GULL,2,
2018,7,11,708,lf,sde,103,2,4,PSE18009,30.31052,-87.96602,37347.07,0,BRPE,1,
2018,7,11,708,lf,sde,103,2,4,PSE18009,30.28553,-87.92287,37432.61,0,ENDCOUNT,1032,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.27463,-87.93994,37522.57,0,BEGCOUNT,1031,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.28425,-87.95588,37556.82,0,COCH,3,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.32851,-88.02903,37714.16,0,TERN,4,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.32851,-88.02903,37714.16,0,LETE,2,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.34084,-88.05253,37761.16,0,GULL,1,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.36613,-88.09062,37843.07,0,TERN,1,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.37138,-88.10015,37861.48,0,TERN,4,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.37316,-88.10332,37867.81,0,GULL,1,
2018,7,11,708,lf,sde,103,1,3,PSE18010,30.37678,-88.10935,37880.6,0,ENDCOUNT,1031,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.29245,-88.6446,38702.24,0,BEGCOUNT,1673,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.28818,-88.63697,38717.57,0,COCH,2,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.27283,-88.61267,38770.12,0,GULL,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.26121,-88.59222,38812.8,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.25301,-88.57704,38843.82,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.25007,-88.57227,38853.55,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.24557,-88.56493,38868.84,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.24347,-88.56195,38875.08,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.2226,-88.52648,38946.64,0,GBBG,2,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.22134,-88.52451,38950.77,0,GULL,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.22134,-88.52451,38950.77,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.22134,-88.52451,38950.77,0,GBHE,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.21836,-88.51957,38961.02,0,MRAY,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.21836,-88.51957,38961.02,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.21067,-88.50783,38985.2,0,BRPE,3,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.20698,-88.50206,38996.51,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.20612,-88.50077,38999.55,0,BRPE,4,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.20612,-88.50077,38999.55,0,UNDO,2,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.20038,-88.49174,39017.97,0,LETE,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.1943,-88.48254,39036.38,0,GULL,5,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.1943,-88.48254,39036.38,0,TERN,12,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.19011,-88.47533,39050.59,0,TERN,1,
2018,7,11,708,lf,sde,167,3,4,PSE18011,30.1879,-88.4716,39057.9,0,ENDCOUNT,1673,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.17685,-88.48652,39125.96,0,BEGCOUNT,1672,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.17806,-88.48902,39131.27,0,COCH,2,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.19924,-88.52552,39213.68,0,GULL,2,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.20053,-88.52755,39218.08,0,GULL,2,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.20168,-88.52936,39222.13,0,TERN,2,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.20695,-88.53741,39239.7,0,TERN,1,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.23279,-88.58144,39329.94,0,TERN,1,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.24293,-88.59739,39362.81,0,TRAW,2,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.24293,-88.59739,39362.81,0,GULL,1,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.25252,-88.61194,39393.23,0,BRPE,1,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.25464,-88.61563,39400.92,0,TERN,1,
2018,7,11,708,lf,sde,167,2,3,PSE18012,30.28035,-88.65953,39491.28,0,ENDCOUNT,1672,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.26316,-88.66683,39566.38,0,BEGCOUNT,1671,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.25863,-88.66078,39579.34,0,COCH,2,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.24817,-88.64333,39614.2,0,GULL,1,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.227,-88.60633,39685.82,0,GULL,4,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.22263,-88.59945,39700.07,0,GULL,1,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.21603,-88.58938,39720.75,0,OSPR,1,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.21032,-88.57948,39739.99,0,LETE,1,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.19121,-88.54807,39802.91,0,TRAW,1,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.1891,-88.54449,39809.57,0,TERN,1,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.17124,-88.51438,39868.34,0,GULL,1,
2018,7,11,708,lf,sde,167,1,4,PSE18013,30.15922,-88.49427,39907.6,0,ENDCOUNT,1671,
2018,7,11,708,lf,sde,39,3,4,PSE18014,30.10136,-88.53977,40069.95,0,BEGCOUNT,393,
2018,7,11,708,lf,sde,39,3,4,PSE18014,30.09615,-88.53006,40088.28,0,COCH,2,
2018,7,11,708,lf,sde,39,3,4,PSE18014,30.08598,-88.51365,40121.3,0,TRAW,1,
2018,7,11,708,lf,sde,39,3,4,PSE18014,30.06255,-88.47694,40195.79,0,TERN,1,
2018,7,11,708,lf,sde,39,3,4,PSE18014,30.06137,-88.47488,40200.1,0,LETE,2,
2018,7,11,708,lf,sde,39,3,4,PSE18014,29.99736,-88.3677,40416.58,0,ENDCOUNT,393,
2018,7,11,708,lf,sde,39,2,3,PSE18015,29.98526,-88.38376,40479.28,0,BEGCOUNT,392,
2018,7,11,708,lf,sde,39,2,3,PSE18015,29.98526,-88.38376,40479.28,0,COCH,3,
2018,7,11,708,lf,sde,39,2,3,PSE18015,29.9875,-88.38767,40487.87,0,TERN,1,
2018,7,11,708,lf,sde,39,2,3,PSE18015,29.99815,-88.40531,40525.73,0,TERN,1,
2018,7,11,708,lf,sde,39,2,3,PSE18015,30.01571,-88.4329,40587.27,0,GULL,1,
2018,7,11,708,lf,sde,39,2,3,PSE18015,30.04026,-88.47479,40675.32,0,GULL,1,
2018,7,11,708,lf,sde,39,2,3,PSE18015,30.05864,-88.50364,40737.09,0,UNDO,1,
2018,7,11,708,lf,sde,39,2,3,PSE18015,30.06356,-88.51201,40753.45,0,TERN,1,
2018,7,11,708,lf,sde,39,2,3,PSE18015,30.08948,-88.5561,40843.83,0,ENDCOUNT,392,
2018,7,11,708,lf,sde,39,1,4,PSE18016,30.07183,-88.56233,40905.26,0,BEGCOUNT,391,
2018,7,11,708,lf,sde,39,1,4,PSE18016,30.07183,-88.56233,40905.26,0,COCH,2,
2018,7,11,708,lf,sde,39,1,4,PSE18016,29.96858,-88.39058,41252.07,0,ENDCOUNT,391,
2018,7,11,708,rf,als,103,3,3,alsrf002,30.30167,-87.916,36580.68,0,BEGCOUNT,1033,
2018,7,11,708,rf,als,103,3,3,alsrf002,30.30886,-87.92555,36604.6,0,COCH,3,
2018,7,11,708,rf,als,103,3,3,alsrf002,30.32831,-87.95629,36676.21,0,TERN,1,
2018,7,11,708,rf,als,103,3,3,alsrf002,30.33767,-87.97233,36712.31,0,TERN,1,
2018,7,11,708,rf,als,103,3,3,alsrf002,30.33995,-87.9767,36722.29,0,TERN,1,
2018,7,11,708,rf,als,103,3,3,alsrf002,30.40734,-88.08817,36956.47,0,ENDCOUNT,1033,
2018,7,11,708,rf,als,103,2,4,alsrf003,30.38909,-88.09519,37093.07,0,BEGCOUNT,1032,
2018,7,11,708,rf,als,103,2,4,alsrf003,30.38699,-88.09182,37100.73,0,COCH,3,
2018,7,11,708,rf,als,103,2,4,alsrf003,30.34912,-88.02824,37238.93,0,TERN,1,
2018,7,11,708,rf,als,103,2,4,alsrf003,30.3485,-88.027,37241.75,0,BRPE,2,
2018,7,11,708,rf,als,103,2,4,alsrf003,30.34721,-88.02462,37245.68,0,TERN,1,
2018,7,11,708,rf,als,103,2,4,alsrf003,30.28519,-87.92253,37453.16,0,ENDCOUNT,1032,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.27936,-87.94787,37559.89,0,BEGCOUNT,1031,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.28383,-87.95533,37575.19,0,COCH,2,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.32788,-88.02793,37731.9,0,TERN,2,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.33015,-88.03164,37739.29,0,LAGU,1,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.36754,-88.09308,37867.45,0,TERN,1,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.37207,-88.10148,37884.06,0,TERN,1,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.37601,-88.10785,37897.37,0,BRPE,25,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.37601,-88.10785,37897.37,0,TERN,1,
2018,7,11,708,rf,als,103,1,3,alsrf004,30.37601,-88.10785,37897.37,0,ENDCOUNT,1031,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.29246,-88.64477,38722.08,0,BEGCOUNT,1673,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.29046,-88.64076,38729.77,0,COCH,2,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.26255,-88.59474,38827.33,0,TERN,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.26007,-88.58998,38837.19,0,TERN,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.25637,-88.58356,38850.05,0,LAGU,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.24983,-88.57166,38874.38,0,TERN,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.24546,-88.56494,38888.7,0,LAGU,2,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.22109,-88.52413,38971.23,0,BRPE,14,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.20666,-88.50174,39016.59,0,GULL,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.20201,-88.4942,39032.32,0,TERN,4,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.19858,-88.48895,39043.22,0,TERN,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.19686,-88.48638,39048.52,0,TERN,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.19513,-88.48378,39053.87,0,GULL,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.19422,-88.48241,39056.15,0,TERN,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.18936,-88.47406,39072.35,0,TERN,1,
2018,7,11,708,rf,als,167,3,4,alsrf005,30.18787,-88.47172,39077.52,0,ENDCOUNT,1673,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.17704,-88.48688,39147.03,0,BEGCOUNT,1672,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.18083,-88.49482,39163.65,0,COCH,2,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.19397,-88.51684,39213.67,0,TERN,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.19652,-88.52102,39223.81,0,TERN,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.19987,-88.52656,39235.95,0,TERN,2,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.20171,-88.52921,39241.68,0,TERN,2,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.2045,-88.53384,39251.38,0,TERN,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.22635,-88.5692,39325.57,0,TERN,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.23086,-88.57805,39342.59,0,BRPE,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.23693,-88.58814,39362.8,0,TERN,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.24234,-88.59651,39380.64,0,GULL,2,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.24645,-88.60259,39392.98,0,GULL,2,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.25197,-88.61113,39411.29,0,GULL,2,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.25429,-88.6151,39419.08,0,TERN,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.25831,-88.62197,39433.34,0,GULL,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.26025,-88.62505,39440.2,0,GULL,1,
2018,7,11,708,rf,als,167,2,3,alsrf006,30.28037,-88.65955,39510.86,0,ENDCOUNT,1672,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.26312,-88.66694,39585.79,0,BEGCOUNT,1671,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.26146,-88.66445,39590.7,0,COCH,2,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.24484,-88.63784,39644.16,0,TERN,1,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.22905,-88.61008,39698.27,0,GULL,2,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.22569,-88.60428,39709.74,0,OSPR,1,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.20711,-88.57441,39769.46,0,TERN,1,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.20026,-88.56381,39791.12,0,GULL,1,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.19678,-88.55723,39803.82,0,TERN,1,
2018,7,11,708,rf,als,167,1,4,alsrf007,30.15936,-88.49439,39927.07,0,ENDCOUNT,1671,
2018,7,11,708,rf,als,39,3,4,alsrf008,30.10157,-88.5402,40088.92,0,BEGCOUNT,393,
2018,7,11,708,rf,als,39,3,4,alsrf008,30.09481,-88.52797,40112.46,0,COCH,2,
2018,7,11,708,rf,als,39,3,4,alsrf008,30.04074,-88.43761,40293.21,0,GULL,1,
2018,7,11,708,rf,als,39,3,4,alsrf008,29.9975,-88.36785,40436.2,0,ENDCOUNT,393,
2018,7,11,708,rf,als,39,2,3,alsrf009,29.98515,-88.38379,40499.39,0,BEGCOUNT,392,
2018,7,11,708,rf,als,39,2,3,alsrf009,29.98645,-88.38592,40504.2,0,COCH,2,
2018,7,11,708,rf,als,39,2,3,alsrf009,30.08797,-88.55362,40858.47,0,BOAT,1,
2018,7,11,708,rf,als,39,2,3,alsrf009,30.08797,-88.55362,40858.47,0,ENDCOUNT,392,
2018,7,11,708,rf,als,39,1,4,alsrf010,30.07231,-88.56377,40922.81,0,BEGCOUNT,391,
2018,7,11,708,rf,als,39,1,4,alsrf010,30.07101,-88.56037,40927.93,0,COCH,2,
2018,7,11,708,rf,als,39,1,4,alsrf010,30.02749,-88.49032,41068.22,0,TERN,1,
2018,7,11,708,rf,als,39,1,4,alsrf010,29.96887,-88.39096,41270.88,0,ENDCOUNT,391,
2018,7,11,708,rr,wch,103,3,3,wchRR009,30.29933,-87.91232,36564.2,0,BEGCOUNT,1033,
2018,7,11,708,rr,wch,103,3,3,wchRR009,30.30448,-87.91915,36581,0,COCH,2,
2018,7,11,708,rr,wch,103,3,3,wchRR009,30.40687,-88.08722,36946.6,0,ENDCOUNT,1033,
2018,7,11,708,rr,wch,103,2,4,wchRR009,30.39349,-88.10479,37065.95,0,BEGCOUNT,1032,
2018,7,11,708,rr,wch,103,2,4,wchRR009,30.37912,-88.07826,37121.54,0,COCH,3,
2018,7,11,708,rr,wch,103,2,4,wchRR009,30.34954,-88.02891,37228.91,0,BRPE,2,
2018,7,11,708,rr,wch,103,2,4,wchRR009,30.28515,-87.92247,37445,0,ENDCOUNT,1032,
2018,7,11,708,rr,wch,103,1,3,wchRR010,30.27403,-87.93904,37532.16,0,BEGCOUNT,1031,
2018,7,11,708,rr,wch,103,1,3,wchRR010,30.27403,-87.93904,37532.16,0,COCH,3,
2018,7,11,708,rr,wch,103,1,3,wchRR010,30.32816,-88.02833,37723.66,0,TERN,3,
2018,7,11,708,rr,wch,103,1,3,wchRR010,30.32951,-88.0307,37729.39,0,TURT,1,
2018,7,11,708,rr,wch,103,1,3,wchRR010,30.37501,-88.10652,37886.09,0,BRPE,22,
2018,7,11,708,rr,wch,103,1,3,wchRR010,30.37681,-88.11758,37907.42,0,ENDCOUNT,1031,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.29247,-88.64479,38713.48,0,BEGCOUNT,1673,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.29004,-88.63997,38722.6,0,COCH,2,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.25666,-88.58399,38841.09,0,GULL,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.24462,-88.56368,38882.45,0,TERN,2,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.23449,-88.54832,38914.93,0,ROYT,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.22018,-88.52252,38966.04,0,TERN,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.20717,-88.5025,39006.83,0,LAGU,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.20288,-88.49573,39020.62,0,ROYT,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.20165,-88.49364,39025.18,0,ROYT,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.19851,-88.48885,39034.84,0,TERN,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.1972,-88.48689,39038.93,0,TERN,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.19493,-88.48347,39045.6,0,TERN,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.19399,-88.48181,39049.1,0,TERN,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.18921,-88.47379,39064.66,0,TERN,1,
2018,7,11,708,rr,wch,167,3,4,wchRR011,30.18648,-88.46964,39073.02,0,ENDCOUNT,1673,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.17697,-88.4868,39138.01,0,BEGCOUNT,1672,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.17863,-88.49012,39145.03,0,COCH,3,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.20002,-88.52678,39227.45,0,TERN,2,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.20201,-88.52985,39234.2,0,TERN,2,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.2045,-88.53384,39242.86,0,TERN,1,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.23031,-88.5768,39331.83,0,BRPE,1,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.23656,-88.58741,39353.3,0,TERN,1,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.24084,-88.59417,39367.09,0,GULL,1,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.24267,-88.59701,39372.73,0,GULL,1,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.24653,-88.60271,39385.53,0,GULL,1,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.252,-88.61116,39402.86,0,LAGU,2,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.25842,-88.6222,39425.59,0,LAGU,1,
2018,7,11,708,rr,wch,167,2,3,wchRR012,30.28045,-88.65984,39502.63,0,ENDCOUNT,1672,
2018,7,11,708,rr,wch,167,1,4,wchRR013,30.2626,-88.66614,39578.71,0,BEGCOUNT,1671,
2018,7,11,708,rr,wch,167,1,4,wchRR013,30.25964,-88.66204,39587.36,0,COCH,2,
2018,7,11,708,rr,wch,167,1,4,wchRR013,30.24512,-88.63826,39635.66,0,TERN,1,
2018,7,11,708,rr,wch,167,1,4,wchRR013,30.22882,-88.60947,39690.95,0,GULL,1,
2018,7,11,708,rr,wch,167,1,4,wchRR013,30.22203,-88.59871,39713.07,0,BBPL,1,
2018,7,11,708,rr,wch,167,1,4,wchRR013,30.15895,-88.49385,39919.94,0,ENDCOUNT,1671,
2018,7,11,708,rr,wch,39,3,4,wchRR014,30.10121,-88.53941,40081.66,0,BEGCOUNT,393,
2018,7,11,708,rr,wch,39,3,4,wchRR014,30.09906,-88.53526,40089.92,0,COCH,2,
2018,7,11,708,rr,wch,39,3,4,wchRR014,30.05014,-88.4546,40251.46,0,TERN,1,
2018,7,11,708,rr,wch,39,3,4,wchRR014,29.99712,-88.36726,40429.19,0,ENDCOUNT,393,
2018,7,11,708,rr,wch,39,2,3,wchRR014,29.98553,-88.3842,40492.23,0,BEGCOUNT,392,
2018,7,11,708,rr,wch,39,2,3,wchRR014,29.98709,-88.38688,40497.85,0,COCH,2,
2018,7,11,708,rr,wch,39,2,3,wchRR014,30.09016,-88.55748,40857.77,0,ENDCOUNT,392,
2018,7,11,708,rr,wch,39,1,4,wchRR014,30.07162,-88.56191,40917.13,0,BEGCOUNT,391,
2018,7,11,708,rr,wch,39,1,4,wchRR014,30.06903,-88.55654,40926.61,0,COCH,2,
2018,7,11,708,rr,wch,39,1,4,wchRR014,29.99472,-88.43375,41174.58,0,GULL,1,
2018,7,11,708,rr,wch,39,1,4,wchRR014,29.96832,-88.38997,41265.29,0,ENDCOUNT,391,
2018,7,12,708,lf,sde,75,3,4,PSE18017,29.00963,-88.22123,34842.15,0,BEGCOUNT,753,
2018,7,12,708,lf,sde,75,3,4,PSE18017,29.00963,-88.22123,34842.15,0,COCH,2,
2018,7,12,708,lf,sde,75,3,4,PSE18017,28.90564,-88.05154,35202.35,0,ENDCOUNT,753,
2018,7,12,708,lf,sde,75,2,3,PSE18017,28.89249,-88.06782,35286.11,0,BEGCOUNT,752,
2018,7,12,708,lf,sde,75,2,3,PSE18017,28.8954,-88.07234,35295.39,0,COCH,3,
2018,7,12,708,lf,sde,75,2,3,PSE18017,28.97951,-88.20785,35585.69,0,FORG,1,
2018,7,12,708,lf,sde,75,2,3,PSE18017,28.99732,-88.23782,35648.13,0,ENDCOUNT,752,
2018,7,12,708,lf,sde,75,1,4,PSE18018,28.9809,-88.24504,35711.32,0,BEGCOUNT,751,
2018,7,12,708,lf,sde,75,1,4,PSE18018,28.96043,-88.21077,35780.45,0,ENDCOUNT,751,
2018,7,12,708,lf,sde,75,1,4,PSE18018,28.95955,-88.20957,35936.75,0,BEGCOUNT,751,
2018,7,12,708,lf,sde,75,1,4,PSE18018,28.8772,-88.07554,36221.52,0,ENDCOUNT,751,
2018,7,12,708,lf,sde,155,3,4,PSE18019,28.79398,-88.18755,36479.98,0,BEGCOUNT,1553,
2018,7,12,708,lf,sde,155,3,4,PSE18019,28.77971,-88.2206,36541.42,0,COCH,3,
2018,7,12,708,lf,sde,155,3,4,PSE18019,28.71789,-88.3712,36822.67,0,TURT,1,
2018,7,12,708,lf,sde,155,3,4,PSE18019,28.71655,-88.37495,36829.32,0,ENDCOUNT,1553,
2018,7,12,708,lf,sde,155,2,3,PSE18020,28.73553,-88.37863,36892.85,0,BEGCOUNT,1552,
2018,7,12,708,lf,sde,155,2,3,PSE18020,28.73648,-88.37598,36897.35,0,COCH,3,
2018,7,12,708,lf,sde,155,2,3,PSE18020,28.81299,-88.19002,37234.11,0,ENDCOUNT,1552,
2018,7,12,708,lf,sde,155,1,4,PSE18021,28.82702,-88.20463,37289.6,0,BEGCOUNT,1551,
2018,7,12,708,lf,sde,155,1,4,PSE18021,28.82702,-88.20463,37289.6,0,COCH,3,
2018,7,12,708,lf,sde,155,1,4,PSE18021,28.74793,-88.39135,37645.43,0,ENDCOUNT,1551,
2018,7,12,708,lf,sde,139,1,3,PSE18022,28.78135,-88.3665,37751.75,0,BEGCOUNT,1391,
2018,7,12,708,lf,sde,139,1,3,PSE18022,28.79194,-88.36724,37771.11,0,COCH,2,
2018,7,12,708,lf,sde,139,1,3,PSE18022,28.96217,-88.3495,38090.59,0,ENDCOUNT,1391,
2018,7,12,708,lf,sde,139,2,4,PSE18023,28.95617,-88.3295,38158.09,0,BEGCOUNT,1392,
2018,7,12,708,lf,sde,139,2,4,PSE18023,28.95617,-88.3295,38158.09,0,COCH,2,
2018,7,12,708,lf,sde,139,2,4,PSE18023,28.77405,-88.34733,38518.48,0,ENDCOUNT,1392,
2018,7,12,708,lf,sde,139,3,3,PSE18024,28.77711,-88.32631,38586.59,0,BEGCOUNT,1393,
2018,7,12,708,lf,sde,139,3,3,PSE18024,28.77711,-88.32631,38586.59,0,COCH,3,
2018,7,12,708,lf,sde,139,3,3,PSE18024,28.95866,-88.30872,38926.32,0,ENDCOUNT,1393,
2018,7,12,708,lf,sde,11,3,3,PSE18025,29.17769,-88.38763,39344.88,0,BEGCOUNT,113,
2018,7,12,708,lf,sde,11,3,3,PSE18025,29.1788,-88.38446,39350.71,0,COCH,3,
2018,7,12,708,lf,sde,11,3,3,PSE18025,29.18647,-88.3643,39386.54,0,TRIC,1,
2018,7,12,708,lf,sde,11,3,3,PSE18025,29.22315,-88.27204,39563.33,0,FORG,1,
2018,7,12,708,lf,sde,11,3,3,PSE18025,29.22417,-88.27,39567.77,0,FORG,1,
2018,7,12,708,lf,sde,11,3,3,PSE18025,29.25447,-88.19788,39707.47,0,ENDCOUNT,113,
2018,7,12,708,lf,sde,11,2,4,PSE18025,29.26918,-88.21214,39772.94,0,BEGCOUNT,112,
2018,7,12,708,lf,sde,11,2,4,PSE18025,29.26918,-88.21214,39772.94,0,COCH,3,
2018,7,12,708,lf,sde,11,2,4,PSE18025,29.2405,-88.27866,39900.96,0,FORG,1,
